date,url,duration,resolution,video_itag,video_contentlength,video_bitrate,audio_itag,audio_contentlength,audio_bitrate
2024-08-12,https://www.youtube.com/watch?v=NNAvI-QxKEc,691666,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,97646494/69257948/66259595/24309339/30828345/38050965/13314098/20867856/21156371/9239645/13747704/12956215/5091021/7853765/6900597/3241444/6832506/4488790,2111765/1455157/1351418/584133/687179/782066/320646/484931/432515/217654/308788/266399/118850/173352/126038/74230/96376/75815,140/140/249/249/250/250/251/251,11195981/11195981/4396824/4394892/5190823/5190555/10064187/10063712,130974/130985/53875/54120/69762/70156/132663/133787
2024-08-12,https://www.youtube.com/watch?v=R54UvWXBllU,665199,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,63239568/52119309/42757962/17257384/21441587/26495947/9935812/14210179/15189025/7015616/10396196/9696200/4082898/6008666/5578324/2635027/6007058/4095227,1297685/1093543/857608/365563/439378/489109/203800/321554/285742/139578/236294/178714/80948/124142/95770/50374/95533/72178,140/140/249/249/250/250/251/251,10767361/10767368/4236352/4231575/5259479/5258166/9923058/9921542,130919/130921/55493/55448/71733/71703/138076/138048
2024-08-12,https://www.youtube.com/watch?v=_m0qwcHumCY,620966,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,78505528/65094124/52935394/19689552/24488506/30666463/11129605/15879068/17277078/7749904/11260605/10537753/4408128/6490831/5859301/2806043/6261892/4067870,2681619/2069522/1854068/744824/1112789/1139660/409778/678697/596665/283777/393920/297659/152461/215862/129286/98656/98422/79606,140/140/249/249/250/250/251/251,10051234/10051234/3974159/3970726/5042122/5041086/9576463/9574885,130793/130794/57355/57348/70772/70762/141657/141175
2024-08-12,https://www.youtube.com/watch?v=qN-qsPxTmJw,610166,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,77227254/55551603/47170645/18428320/22565234/29477308/10379668/14856814/15727788/7312645/10778103/9836839/4198086/6288093/5580304/2775286/6117571/3907402,2409737/2067293/1343912/689952/796147/850315/378988/490955/442346/253116/341810/229029/139193/205784/114033/83360/94527/70587,140/140/249/249/250/250/251/251,9877003/9877003/3847050/3847306/4699802/4700535/8997739/8998819,131004/131004/52136/52144/68127/68147/133236/134080
2024-08-12,https://www.youtube.com/watch?v=6qbxNJjdyp4,709399,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,87255921/53834378/56196242/20268603/25921301/32905613/11487713/16942629/18345458/8063995/12332443/11540057/4671095/7133116/6448019/3031905/6819733/4491957,2068449/1207064/1365912/533319/610481/789191/290074/371196/418597/184008/261002/244744/106229/156894/130034/61931/97126/73217,140/140/249/249/250/250/251/251,11482631/11482631/4459680/4455494/5430290/5429074/10377372/10374816,131034/131030/51980/51879/73221/73226/138244/138239
2024-08-12,https://www.youtube.com/watch?v=7le3_JQM8JU,778666,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,120640585/63851838/76126889/29220745/34190224/43996750/16043386/22331033/24628557/10957909/16109162/15224302/6097225/9280522/8252447/3851982/8127239/5372868,2778917/1717211/1801624/790448/969744/1077787/459296/610405/591069/311364/378650/314228/178140/208643/153338/103522/96822/77404,140/140/249/249/250/250/251/251,12603540/12603534/4899630/4895971/5648008/5644629/10651154/10644833,130776/130778/53830/53707/72380/72376/138636/138593
2024-08-12,https://www.youtube.com/watch?v=qlRPo1csrNE,654899,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,110498201/76748839/73072201/26130915/34015485/41171372/13938429/22888221/22572250/9398462/14944430/13502783/5108424/8244815/6907053/3209809/7128372/4417393,2884506/2325775/1626391/707220/1124157/1033336/375071/670672/581997/246824/400293/294107/132170/210680/142296/78740/96620/82837,140/140/249/249/250/250/251/251,10600592/10600592/4138502/4133405/5102716/5101617/9862630/9860000,130887/130882/53187/53082/68341/68296/134396/134359
2024-08-12,https://www.youtube.com/watch?v=HQ9HaXn1Q54,712999,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,117979078/86110416/77031418/28712100/35336352/45552171/16196190/22934294/24077013/11318629/16823211/14601183/6374577/9562370/7773094/4106687/7834073/5014614,2436320/2238200/1745464/695402/938269/1077128/396690/606106/612101/269997/391648/322857/152613/221648/146800/101336/96988/77248,140/140/249/249/250/250/251/251,11540837/11540837/4430106/4427395/5399677/5399347/10427559/10426939,130901/130897/53236/53547/68854/69161/133462/133807
2024-08-12,https://www.youtube.com/watch?v=MfdONjr3Fno,748766,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,116543692/90037743/76915487/30836699/37378048/45048279/17417856/24165090/25572623/12138424/17497853/15702087/6859094/10336713/8472947/4404419/8176800/5204225,2124578/1897034/1507868/637361/859245/880293/369280/542086/506331/260157/367065/300582/147704/218099/135325/91405/96848/76106,140/140/249/249/250/250/251/251,12119485/12119485/4655003/4651196/5624090/5623638/10845492/10844178,131011/131011/53492/53489/69905/69900/136002/136028
2024-08-12,https://www.youtube.com/watch?v=Pxu7NTgFHSM,1762899,240x426/480x854/144x256/360x640/720x1280,136/247/135/244/134/243/133/242/160/278,270278681/156087708/134771094/76229375/71827806/46304500/38238121/27935179/16724247/16067864,2066185/913683/1119816/558747/630684/328977/272215/209880/127559/117928,140/140/249/249/250/250/251/251,28532496/28532496/10857485/11079792/12974138/13079376/22842007/23063495,131820/131818/57768/57719/71376/72505/126170/125984
2024-08-12,https://www.youtube.com/watch?v=0mEaGDI2jYM,640206,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,87181193/57470866/51931774/20806753/25938925/30326425/11443375/17428713/17004518/7637123/12388678/10293295/4329179/6870493/5463118/2841862/6276313/4086849,2008423/1537842/1514206/562198/817892/950966/316824/523306/523479/212648/353052/283520/121772/201983/120985/73126/97004/76836,140/140/249/249/250/250/251/251,10363163/10363076/3983571/3981771/4824104/4824926/9356982/9361870,130835/130894/52192/52360/69818/69600/132618/131272
2024-08-12,https://www.youtube.com/watch?v=7C2z40FbBi4,703499,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,110174966/75042651/57618862/26184724/29045109/33676478/13901327/18438170/18845125/9322631/12851108/11711657/5168411/7483340/6559006/3381202/7264567/4690868,2313892/1538825/1452303/610662/775789/895845/323019/487763/494217/204448/334558/277238/112840/189864/124475/73543/96942/74003,140/140/249/249/250/250/251/251,11387134/11387134/4449484/4442881/5451379/5449809/10520447/10518389,131204/131200/60998/60443/76299/75819/140567/140128
2024-08-12,https://www.youtube.com/watch?v=VpHlFRkNSp8,657199,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,117226550/79607160/64663833/28009801/33092424/37615152/14577047/21750828/20548931/9624953/14629175/12189684/5327137/8009942/6520150/3425327/6929936/4647164,2674123/2508754/1804998/723398/973764/1091801/388534/635896/601051/260091/409872/316045/138530/223936/153513/88400/96644/79866,140/140/249/249/250/250/251/251,10638095/10638042/4136028/4126499/4929187/4927355/9421748/9418712,130801/130801/57931/57775/77393/77409/147548/147578
2024-08-12,https://www.youtube.com/watch?v=afnSunMZ-j4,670066,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,118151061/86436622/64917648/28535350/32132066/37668717/15108044/20592558/20830559/10059961/14230587/12685074/5508571/8121711/6946193/3498562/7195480/4726673,2128170/1596974/1223649/573148/598885/718394/308999/429992/412103/207847/280686/256231/114513/166152/130815/72429/99693/72822,140/140/249/249/250/250/251/251,10846038/10846038/4172131/4168652/5041456/5041653/9633709/9634078,131047/131050/52362/52300/65657/106500/127757/198300
2024-08-12,https://www.youtube.com/watch?v=e0aM8FF3COc,637999,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,97564665/61290424/53877057/22772666/26189495/30892733/12086795/17210661/17332737/8216266/12169399/10749663/4572846/7000052/6020665/3041213/6304227/4249422,1862916/1279984/1137463/496001/539966/675807/271626/403277/381566/187194/262776/234870/102560/155958/121862/66986/92650/72924,140/140/249/249/250/250/251/251,10326982/10326982/4008584/4006911/4610165/4609605/8758222/8756386,130724/130718/50842/50692/63264/63265/124569/124565
2024-08-12,https://www.youtube.com/watch?v=vV8C2BMZDVc,640733,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,115902384/83245920/69158288/27813077/31931986/39448278/14906620/20790159/21721966/10008430/14669359/13089250/5589988/8398089/7113633/3520629/7104644/4632330,2331281/1700776/1300540/638040/679011/779748/344281/461459/435806/233321/303025/267900/125369/174865/130708/76257/97067/76296,140/140/249/249/250/250/251/251,10371898/10371876/4034289/4026889/4951552/4949445/9771458/9768385,130893/130894/52108/52063/67539/67521/132293/132253
2024-08-12,https://www.youtube.com/watch?v=0zst_OmN7o0,632999,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,104169705/90085390/76148579/28056750/35251916/43914439/15474698/22935694/24202909/10496619/16122509/14248658/5948892/9231522/7299103/3834805/6787945/4416851,2824249/2415147/1778830/830340/1020764/1039910/472403/564213/549510/308456/409429/307706/174080/223418/140540/106972/96811/75678,140/140/249/249/250/250/251/251,10246277/10246287/4063471/4058262/5049150/5048612/9839852/9838945,131002/130998/58704/58789/76756/76832/148372/148429
2024-08-12,https://www.youtube.com/watch?v=yA4AOLr18dc,826699,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,101771198/82728508/70903003/27009468/32657947/41479164/14950723/21670414/23327841/10382094/15882555/14438288/6007726/9211829/7925210/3999577/8080164/5250303,1866395/1470892/1099020/532078/553393/681531/297540/375482/388311/204925/273100/237000/115376/162807/124774/75361/94827/70843,140/140/249/249/250/250/251/251,13380655/13380655/5273673/5263748/6557938/6555242/12554315/12550266,131147/131151/57106/57044/71704/71669/132285/132258
2024-08-12,https://www.youtube.com/watch?v=y2xT1EY-8oA,654733,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,96245546/72226637/60485257/22682583/29132185/36094526/12402674/18582059/20037181/8402245/13207920/11516280/4805128/7576579/6283603/3103941/6654139/4248563,2389761/1716189/1595806/699682/924575/921921/391812/602273/520369/263940/394586/315292/147367/219950/137221/93428/98358/75484,140/140/249/249/250/250/251/251,10597963/10597963/4144112/4136089/5184782/5181645/9944688/9939093,130790/130780/52849/52513/67631/67583/130793/130680
2024-08-12,https://www.youtube.com/watch?v=Cgbph0qH8XA,696366,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,102112334/59297442/45019148/22837831/22715033/27087105/11744646/15124310/15249862/7737867/10546191/9411589/4269052/5936566/5231356/2694851/6521202/4243514,1841927/1162324/928031/498024/454918/585628/264724/284085/306682/174722/224475/197538/96649/133052/108276/59915/96013/73010,140/140/249/249/250/250/251/251,11271733/11271733/4442715/4438902/5518698/5528743/10703667/10726499,130764/130789/56303/56722/74812/75482/145606/146580
2024-08-12,https://www.youtube.com/watch?v=LFTjc9AOGkY,707466,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,111418662/73145088/57564140/28499815/30221518/34296839/15073816/20201425/19058970/9932211/13741308/11657707/5455882/7800219/6298420/3390963/6478099/4440248,2243410/2180424/1498920/611720/884732/944373/330418/593969/492996/225498/359933/305500/121418/195939/134965/75328/97125/74284,140/140/249/249/250/250/251/251,11451347/11451347/4447329/4439993/5407559/5413934/10368753/10381711,130971/130963/53083/52014/66698/66628/131661/131472
2024-08-12,https://www.youtube.com/watch?v=PXpinvg-1Gw,668966,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,127590968/79896837/65451087/29017424/31961871/38679926/15109179/20185722/20873060/10064022/14059069/12615385/5429148/7938930/6445491/3441418/7266360/4505357,3567527/2193761/1557285/835123/1129376/940456/444198/548856/520372/287465/388489/284607/149056/207056/121677/83881/97268/74861,140/140/249/249/250/250/251/251,10828176/10828173/4223786/4217049/5128669/5126885/9937134/9934534,153043/152521/58810/58792/77045/77011/146618/146720
2024-08-12,https://www.youtube.com/watch?v=gdwW9FTGgCk,720333,640x360/1280x720/1920x1080/3840x2160/256x144/426x240/854x480/2560x1440,313/401/271/400/137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,1138164256/598689790/373953849/294019596/128665584/105702489/90430957/35024323/63529961/51527368/21197695/36615971/26954386/13580103/26531890/15318116/7368286/10450526/7520225/3658153/6020905/4966225,17601848/11931049/8408280/6345322/2912770/2406293/1765604/1062979/1455095/1180362/624682/874457/630357/418607/592629/311000/244897/231392/154438/111132/105872/81476,140/140/249/249/250/250/251/251,11659617/11659617/4589526/4606816/5960386/5963987/11688548/11690431,131016/131017/55144/57847/75238/74704/144608/150488
2024-08-12,https://www.youtube.com/watch?v=QarpCpxSpGA,824566,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,142612990/87535027/90597362/35679697/41433934/51834439/19220284/27135393/28740767/13034557/18874755/17299698/7311648/10794228/9286571/4760942/8832240/5954705,2349046/1705546/1387666/680418/751198/926312/372464/486228/514622/252252/348160/286984/141140/209968/147379/89318/96552/77178,140/140/249/249/250/250/251/251,13346651/13346634/5197035/5197871/6145379/6149756/11667594/11681154,130903/130978/54352/53285/68648/68517/130993/130956
2024-08-12,https://www.youtube.com/watch?v=RlRRRd0AmFM,669399,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,86916314/75332283/55257314/22285225/27769839/33263562/12190004/18593059/19000015/8467050/12750590/11770292/4837120/7350096/6519493/3304093/6678363/4596401,1869420/1575070/1129041/537901/596796/722398/304304/427314/411275/208825/286319/244378/118493/172318/127644/80321/93449/74188,140/140/249/249/250/250/251/251,10835148/10835148/4229187/4227984/4972142/4970848/9411962/9409946,130801/130802/51668/51868/63288/63087/123148/123154
2024-08-12,https://www.youtube.com/watch?v=kZIv52hKo1A,682566,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,99646881/82203510/68458706/28443792/33726483/38598184/15798202/21534474/21385440/10739927/14301352/13095820/5732127/8089700/7093833/3565821/6836585/4707466,4367408/2667574/3085050/1919457/1529684/1267553/1096696/757089/742462/594144/402542/391612/270689/222544/201137/123539/103427/96741,140/140/249/249/250/250/251/251,11048551/11048504/4302319/4305257/5441368/5441551/10523586/10524260,131034/131038/52453/52477/69268/69268/136130/136140
2024-08-12,https://www.youtube.com/watch?v=VH8tDAFdWK0,723099,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,103251864/66083230/71282098/28911727/36502118/42661556/15848472/23459066/23463086/10909557/16535941/14111201/6103445/9373897/7597528/3990090/7551339/4719430,2682292/2194684/1598502/835278/1271840/1034750/486165/675067/591251/333606/407236/324430/190824/223246/162781/109381/99692/81288,140/140/249/249/250/250/251/251,11704304/11704304/4679332/4675977/5820714/5820044/11134711/11132615,131115/131123/62675/62720/78528/78583/145469/145411
2024-08-12,https://www.youtube.com/watch?v=90QtZas7r8Q,1526566,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,296912295/285450933/206365822/72202678/103041501/118753697/40192737/63114846/66875540/27537884/43979355/38910738/15139904/24037956/18781246/9443518/17951316/11097095,2296567/2178209/1518244/611915/893510/978788/330657/530305/539432/219443/372289/313982/120036/207636/138365/72770/100582/74538,140/140/249/249/250/250/251/251,24707302/24707302/9527841/9522309/11029855/11028765/20706644/20705499,131719/131718/52265/52221/66600/66523/126420/126444
2024-08-12,https://www.youtube.com/watch?v=MhWCYaqjCJg,647766,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,109036709/68908516/69549948/24905019/32155823/39767693/13410304/19876333/22402139/9089274/14526078/13617224/5043090/8196321/6835356/3330469/7000814/4388081,2020730/1619468/1461683/560332/705836/888259/316150/469626/509597/200290/300150/277967/116527/180846/124022/85381/100324/74092,140/140/249/249/250/250/251/251,10484816/10484816/3996347/3997729/5011939/5019056/9769738/9784824,130885/130849/51160/51706/66061/66908/129897/128774
2024-08-12,https://www.youtube.com/watch?v=-3Z4AfwcvvU,684766,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,122306941/95145105/77912487/30345771/41115736/45826312/16388009/25698645/25510310/11118586/17225379/15165925/6041439/9516853/7786350/3887692/7406365/4907729,3753670/2431384/1979919/832954/1387536/1205280/446557/657970/643956/298991/400515/317540/153105/218191/137549/87340/99238/77942,140/140/249/249/250/250/251/251,11083857/11083860/4314420/4308254/5210516/5208643/9867876/9864374,130810/130809/55059/54671/67640/67688/127769/127676
2024-08-12,https://www.youtube.com/watch?v=if80Yk3sb1Y,653666,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,104631541/75000139/64498405/27272210/31277345/37733322/15142165/20573715/21288895/10362297/14937773/12982603/5883389/8646691/7008367/3733682/7168309/4498438,3215523/1971138/1871810/920419/1014728/1024103/509613/678330/570965/345868/414182/327315/183647/225509/151584/108096/97786/83570,140/140/249/249/250/250/251/251,10580841/10580743/4245254/4236317/5608344/5607338/10683399/10680605,130764/130760/56118/56028/72878/72885/139672/139575
2024-08-12,https://www.youtube.com/watch?v=bS_VbM3IIM4,755666,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,112721853/96331557/79015422/28540452/37999637/46019095/15725834/25011808/25327291/10919628/16896501/15118815/6030787/9526340/7952590/3964048/8004753/5061420,2033450/1710145/1566162/566194/790501/982525/309386/570287/551338/215962/352896/300504/116909/204082/127602/74458/99315/73559,140/140/249/249/250/250/251/251,12231130/12231130/4737032/4733227/5749384/5755167/11110266/11121390,131110/131109/53393/53313/69177/69510/133473/132882
2024-08-12,https://www.youtube.com/watch?v=DVtPTP1KtAA,908699,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,99497191/90753950/69188882/25267308/34983418/41398864/14406552/22374801/23900921/10087594/16292796/14919316/5857740/9491734/8377459/3974376/8199576/5833967,3016471/2500172/1941563/789715/1265423/1166475/428325/580006/628837/283099/409041/317928/144646/222084/137300/94865/96615/75249,140/140/249/249/250/250/251/251,14708033/14708033/5747364/5742651/6799421/6798141/12922065/12920336,132466/132319/51092/51049/65183/65112/124807/124724
2024-08-12,https://www.youtube.com/watch?v=H_bGXuoR690,764899,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,90904423/79004745/61847002/23090016/28000236/35082364/12314562/18072486/19688837/8127353/13008385/11881499/4542300/7197687/6503748/2851340/7488915/4857409,1733696/1491178/1193130/475496/558114/705861/252416/335589/407765/165589/260914/239514/92269/147061/124738/56357/96972/70522,140/140/249/249/250/250/251/251,12380702/12380702/4848358/4845112/5937838/5937026/11188759/11187581,131001/131002/52170/52128/67304/67333/129426/129440
2024-08-12,https://www.youtube.com/watch?v=VmCh1PRzS64,722733,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,96773863/75441360/64862443/24080822/29934891/36784529/13254531/19407577/20248283/9024143/13751259/12557016/4963304/7751473/6735669/3152374/7366688/4711955,2136034/1568991/1441202/608392/810289/855460/335346/464425/464313/222650/346848/260483/119485/195164/127024/75629/96860/74309,140/140/249/249/250/250/251/251,11698447/11698454/4574355/4566602/5714647/5712854/11163955/11161007,130962/130969/53129/53040/68052/68182/134156/134362
2024-08-12,https://www.youtube.com/watch?v=w47WKy2YP3I,495399,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,94588614/76567869/71143998/26441772/30515582/40338652/14854711/21166329/22548640/10307268/14612603/13488879/5729931/8612416/6786872/3670381/5606461/3653377,4417145/2112452/2214228/1169340/1008309/1056789/612562/598985/573802/392406/408121/344671/214179/223686/164188/106980/97545/83713,140/140/249/249/250/250/251/251,8020045/8020045/3143531/3134823/4085914/4084834/7954260/7952791,130951/130953/54668/54378/71435/71249/136680/136570
2024-08-12,https://www.youtube.com/watch?v=7TV2ZcULGgg,645066,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,82029308/63821024/53849761/22352439/26599529/31764100/12628018/17667604/18186522/8866476/13054178/11399972/5126151/7713789/6407282/3366190/6755089/4287863,2396269/1994423/1578661/745008/905734/952081/424701/588608/549539/297320/393958/305477/165315/227719/164332/107070/102580/78011,140/140/249/249/250/250/251/251,10441255/10441255/4021181/4013554/4985478/4984587/9606625/9605621,130879/130885/53667/53663/69562/69537/135231/135244
2024-08-12,https://www.youtube.com/watch?v=g_T43nTaroo,620333,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,87962340/54806622/48521709/21030064/23807503/28364765/11104781/16310773/16109970/7404686/10995832/9615054/4147345/6260849/5365146/2674891/6170482/4186198,2528738/1936843/1603109/690600/782528/919789/365227/497402/491906/246255/343515/278914/133033/203336/133298/83058/97251/77011,140/140/249/249/250/250/251/251,10041150/10041478/3905586/3932511/5054456/5070627/9846024/9867849,131066/130968/56284/60088/72280/79177/145177/161844
2024-08-12,https://www.youtube.com/watch?v=Do4r6RacPgg,625133,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,99395655/66190589/52165453/23872681/26160249/30516744/12486264/17430164/17363302/8314656/12227439/10423875/4556931/6760201/5820333/2962762/6725421/4329286,1754764/1311775/1285170/571979/716044/760464/330263/574444/438152/228581/330471/249339/128362/202476/134469/84615/102048/74426,140/140/249/249/250/250/251/251,10118889/10118895/3908472/3920270/5001242/5015803/9739485/9760165,130735/130751/57821/57861/74756/74822/144632/144737
2024-08-12,https://www.youtube.com/watch?v=O-bIzHTrmj0,640333,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,94293771/64171134/62168602/23502786/29793027/35821787/12900060/19766586/20652352/8707569/14027341/12295653/4946059/8185860/6692508/3219485/6787267/4487510,3220921/1730556/1603736/795238/915472/1036492/416216/521610/545601/271301/407310/298871/142818/224652/134608/82136/97221/77851,140/140/249/249/250/250/251/251,10364650/10364650/4046793/4060247/5158714/5165204/9943634/9954277,131098/131033/61120/61301/75743/76040/135486/137004
2024-08-12,https://www.youtube.com/watch?v=ef5276gl4sw,661733,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,102444383/71089471/62901193/25384237/30881887/37154706/13833018/20451697/20913805/9410466/14363994/13021975/5183760/8240604/6913085/3326827/7253093/4693937,2534365/1591440/1734880/752620/863105/1026895/423730/587598/539258/275921/379827/305251/156216/219051/141132/91771/97096/80366,140/140/249/249/250/250/251/251,10711603/10711526/4231694/4228265/5552214/5552350/10923258/10923200,130962/131069/54313/54542/71728/71885/141948/141287
2024-08-12,https://www.youtube.com/watch?v=eC6Xcf4CY1o,678711,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,77552943/64466764/47057345/18110097/23875217/29228283/9865389/15762272/16150052/6926897/10880308/10388001/3937957/6282513/5421959/2646911/6531947/4106850,1544285/1311719/945902/415635/498438/639431/233261/318861/326904/163854/237564/231508/90522/136395/113378/58972/95925/74027,140/140/249/249/250/250/251/251,10985731/10985731/4221336/4229245/5419791/5434572/10728604/10758131,131267/131230/51946/52246/68767/69925/136635/138547
2024-08-12,https://www.youtube.com/watch?v=taTLuuuVjm4,889266,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,116068911/108985180/88273984/28657586/39795258/50537187/16126491/25942855/28014181/10962833/18688467/16837477/6165689/10374184/9116239/3907595/9536891/6135863,1542767/1663401/1173771/416101/596080/701451/236011/390539/400197/159363/272576/238332/86817/154880/121955/52809/98200/72763,140/140/249/249/250/250/251/251,14393855/14393850/5601737/5612497/7114935/7117752/13728829/13733565,131661/131661/54693/54745/73401/73463/140843/140872
2024-08-12,https://www.youtube.com/watch?v=9U6Nm67BW8w,722066,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,101791846/70570276/64058017/23652796/29127870/36141137/12624733/19226702/20015080/8462803/13303754/12005090/4678001/7361693/6639363/2993819/7642946/4744021,1697250/1386451/1326021/424709/549140/729543/238282/354429/407046/175688/248435/251864/97935/134333/130592/57484/96594/78670,140/140/249/249/250/250/251/251,11687405/11687405/4466017/4476940/5570846/5586172/10806094/10835429,130978/130994/52006/52306/67916/67820/133490/132769
2024-08-12,https://www.youtube.com/watch?v=BmdbedwFca4,636433,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,69362737/49712551/45543825/17286891/21875737/28369963/9880915/14775344/14922022/6900384/10456554/9304701/4019116/6011735/5116770/2543850/5581920/3892721,2343468/1639858/1465586/693618/896726/882948/391100/553166/497018/260400/361235/275789/141648/201383/132160/88336/96262/75922,140/140/249/249/250/250/251/251,10301446/10301446/4242863/4240989/5679785/5667536/10995335/10976668,130788/130787/59488/59532/78644/78324/153172/152824
2024-08-12,https://www.youtube.com/watch?v=wz7U-0G1HdI,722933,640x360/1280x720/1920x1080/256x144/426x240/854x480,137/248/399/136/247/398/135/244/397/134/243/396/133/242/395/160/278/394,111091338/71174686/73164344/27764455/32827768/40828509/15285671/21724446/23100371/10525845/15772593/14437475/5893341/9038792/7744669/3728582/7776842/5135726,2004667/1428993/1360228/566847/630489/756757/314060/458665/432562/218560/305696/270805/119632/178405/136822/75325/99052/80708,140/140/249/249/250/250/251/251,11702140/11702142/4708942/4708537/6251473/6252274/12338451/12339467,131193/131195/57052/57033/75663/75676/149238/149252
